TBLID,GEOID,GEONAME,ORDER,TITLE,ESTIMATE,MG_ERROR
B06011,05000US06029,"Kern County, California",2,Born in state of residence,"25,264","+/-1,088"
B06011,05000US06029,"Kern County, California",3,Born in other state of the United States,"30,755","+/-2,034"
B06011,05000US06029,"Kern County, California",4,Native; born outside the United States,"28,795","+/-19,232"
B06011,05000US06029,"Kern County, California",5,Foreign born,"21,784",+/-888
B06011,05000US06031,"Kings County, California",0.5,Median income in the past 12 months --,,
B06011,05000US06031,"Kings County, California",1,Total:,"27,069","+/-2,441"
B06011,05000US06031,"Kings County, California",2,Born in state of residence,"24,460","+/-3,057"
B06011,05000US06031,"Kings County, California",3,Born in other state of the United States,"35,239","+/-4,228"
B06011,05000US06031,"Kings County, California",4,Native; born outside the United States,"25,325","+/-41,653"
B06011,05000US06031,"Kings County, California",5,Foreign born,"26,690","+/-3,574"
B06011,05000US06033,"Lake County, California",0.5,Median income in the past 12 months --,,
B06011,05000US06033,"Lake County, California",1,Total:,"27,650","+/-4,319"
B06011,05000US06033,"Lake County, California",2,Born in state of residence,"31,739","+/-4,571"
B06011,05000US06033,"Lake County, California",3,Born in other state of the United States,"25,835","+/-2,784"
B06011,05000US06033,"Lake County, California",4,Native; born outside the United States,"19,356","+/-1,630"
B06011,05000US06033,"Lake County, California",5,Foreign born,"21,842","+/-6,630"
B06011,05000US06037,"Los Angeles County, California",0.5,Median income in the past 12 months --,,
B06011,05000US06037,"Los Angeles County, California",1,Total:,"30,041",+/-224
B06011,05000US06037,"Los Angeles County, California",2,Born in state of residence,"30,396",+/-279
B06011,05000US06037,"Los Angeles County, California",3,Born in other state of the United States,"45,417",+/-965
B06011,05000US06037,"Los Angeles County, California",4,Native; born outside the United States,"32,526","+/-5,094"
B06011,05000US06037,"Los Angeles County, California",5,Foreign born,"25,591",+/-234
B06011,05000US06039,"Madera County, California",0.5,Median income in the past 12 months --,,
B06011,05000US06039,"Madera County, California",1,Total:,"23,434","+/-1,482"
B06011,05000US06039,"Madera County, California",2,Born in state of residence,"23,520","+/-2,280"
B06011,05000US06039,"Madera County, California",3,Born in other state of the United States,"24,778","+/-2,723"
B06011,05000US06039,"Madera County, California",4,Native; born outside the United States,"11,358","+/-2,202"
B06011,05000US06039,"Madera County, California",5,Foreign born,"22,774","+/-2,969"
B06011,05000US06041,"Marin County, California",0.5,Median income in the past 12 months --,,
B06011,05000US06041,"Marin County, California",1,Total:,"57,224","+/-3,616"
B06011,05000US06041,"Marin County, California",2,Born in state of residence,"51,397","+/-4,810"
B06011,05000US06041,"Marin County, California",3,Born in other state of the United States,"80,262","+/-8,495"
B06011,05000US06041,"Marin County, California",4,Native; born outside the United States,"74,663","+/-17,089"
B06011,05000US06041,"Marin County, California",5,Foreign born,"42,399","+/-4,151"
B06011,05000US06045,"Mendocino County, California",0.5,Median income in the past 12 months --,,
B06011,05000US06045,"Mendocino County, California",1,Total:,"26,575","+/-2,225"
B06011,05000US06045,"Mendocino County, California",2,Born in state of residence,"27,293","+/-2,416"
B06011,05000US06045,"Mendocino County, California",3,Born in other state of the United States,"29,171","+/-6,009"
B06011,05000US06045,"Mendocino County, California",4,Native; born outside the United States,"36,819","+/-24,391"
B06011,05000US06045,"Mendocino County, California",5,Foreign born,"21,486","+/-2,806"
B06011,05000US06047,"Merced County, California",0.5,Median income in the past 12 months --,,
B06011,05000US06047,"Merced County, California",1,Total:,"25,596","+/-1,452"
B06011,05000US06047,"Merced County, California",2,Born in state of residence,"27,096","+/-1,680"
B06011,05000US06047,"Merced County, California",3,Born in other state of the United States,"26,339","+/-3,215"
B06011,05000US06047,"Merced County, California",4,Native; born outside the United States,"22,134","+/-18,407"
B06011,05000US06047,"Merced County, California",5,Foreign born,"23,356","+/-2,030"
B06011,05000US06053,"Monterey County, California",0.5,Median income in the past 12 months --,,
B06011,05000US06053,"Monterey County, California",1,Total:,"28,746","+/-1,574"
B06011,05000US06053,"Monterey County, California",2,Born in state of residence,"30,353","+/-1,885"
B06011,05000US06053,"Monterey County, California",3,Born in other state of the United States,"44,454","+/-2,850"
B06011,05000US06053,"Monterey County, California",4,Native; born outside the United States,"42,204","+/-20,996"
B06011,05000US06053,"Monterey County, California",5,Foreign born,"24,752","+/-1,380"
B06011,05000US06055,"Napa County, California",0.5,Median income in the past 12 months --,,
B06011,05000US06055,"Napa County, California",1,Total:,"36,289","+/-2,003"
B06011,05000US06055,"Napa County, California",2,Born in state of residence,"38,411","+/-4,074"
B06011,05000US06055,"Napa County, California",3,Born in other state of the United States,"48,423","+/-5,199"
B06011,05000US06055,"Napa County, California",4,Native; born outside the United States,"49,567","+/-32,549"
B06011,05000US06055,"Napa County, California",5,Foreign born,"27,902","+/-4,576"
B06011,05000US06057,"Nevada County, California",0.5,Median income in the past 12 months --,,
B06011,05000US06057,"Nevada County, California",1,Total:,"33,906","+/-3,330"
B06011,05000US06057,"Nevada County, California",2,Born in state of residence,"32,239","+/-4,599"
B06011,05000US06057,"Nevada County, California",3,Born in other state of the United States,"35,129","+/-2,437"
B06011,05000US06057,"Nevada County, California",4,Native; born outside the United States,"53,696","+/-25,088"
B06011,05000US06057,"Nevada County, California",5,Foreign born,"24,145","+/-15,568"
B06011,05000US06059,"Orange County, California",0.5,Median income in the past 12 months --,,
B06011,05000US06059,"Orange County, California",1,Total:,"36,405",+/-468
B06011,05000US06059,"Orange County, California",2,Born in state of residence,"35,967",+/-734
B06011,05000US06059,"Orange County, California",3,Born in other state of the United States,"50,723","+/-1,194"
B06011,05000US06059,"Orange County, California",4,Native; born outside the United States,"45,623","+/-5,779"
B06011,05000US06059,"Orange County, California",5,Foreign born,"31,433",+/-570
B06011,05000US06061,"Placer County, California",0.5,Median income in the past 12 months --,,
B06011,05000US06061,"Placer County, California",1,Total:,"40,332","+/-1,911"
B06011,05000US06061,"Placer County, California",2,Born in state of residence,"39,315","+/-3,308"
B06011,05000US06061,"Placer County, California",3,Born in other state of the United States,"45,590","+/-5,033"
B06011,05000US06061,"Placer County, California",4,Native; born outside the United States,"48,260","+/-34,040"
B06011,05000US06061,"Placer County, California",5,Foreign born,"35,874","+/-5,240"
B06011,05000US06065,"Riverside County, California",0.5,Median income in the past 12 months --,,
B06011,05000US06065,"Riverside County, California",1,Total:,"28,403",+/-687
B06011,05000US06065,"Riverside County, California",2,Born in state of residence,"27,615","+/-1,038"
B06011,05000US06065,"Riverside County, California",3,Born in other state of the United States,"34,137","+/-1,903"
B06011,05000US06065,"Riverside County, California",4,Native; born outside the United States,"26,421","+/-5,202"
B06011,05000US06065,"Riverside County, California",5,Foreign born,"26,207",+/-591
B06011,05000US06067,"Sacramento County, California",0.5,Median income in the past 12 months --,,
B06011,05000US06067,"Sacramento County, California",1,Total:,"32,357",+/-623
B06011,05000US06067,"Sacramento County, California",2,Born in state of residence,"32,427","+/-1,043"
B06011,05000US06067,"Sacramento County, California",3,Born in other state of the United States,"41,651","+/-1,516"
B06011,05000US06067,"Sacramento County, California",4,Native; born outside the United States,"35,686","+/-5,996"
B06011,05000US06067,"Sacramento County, California",5,Foreign born,"26,816","+/-1,270"
B06011,05000US06071,"San Bernardino County, California",0.5,Median income in the past 12 months --,,
B06011,05000US06071,"San Bernardino County, California",1,Total:,"27,758",+/-755
B06011,05000US06071,"San Bernardino County, California",2,Born in state of residence,"28,100",+/-993
B06011,05000US06071,"San Bernardino County, California",3,Born in other state of the United States,"30,688","+/-1,175"
B06011,05000US06071,"San Bernardino County, California",4,Native; born outside the United States,"20,878","+/-5,206"
B06011,05000US06071,"San Bernardino County, California",5,Foreign born,"26,278",+/-960
B06011,05000US06073,"San Diego County, California",0.5,Median income in the past 12 months --,,
B06011,05000US06073,"San Diego County, California",1,Total:,"34,238",+/-698
B06011,05000US06073,"San Diego County, California",2,Born in state of residence,"32,038",+/-487
B06011,05000US06073,"San Diego County, California",3,Born in other state of the United States,"44,879","+/-1,575"
B06011,05000US06073,"San Diego County, California",4,Native; born outside the United States,"37,137","+/-3,747"
B06011,05000US06073,"San Diego County, California",5,Foreign born,"28,240","+/-1,041"
B06011,05000US06075,"San Francisco County, California",0.5,Median income in the past 12 months --,,
B06011,05000US06075,"San Francisco County, California",1,Total:,"53,266","+/-2,725"
B06011,05000US06075,"San Francisco County, California",2,Born in state of residence,"51,909","+/-1,433"
B06011,05000US06075,"San Francisco County, California",3,Born in other state of the United States,"85,367","+/-3,896"
B06011,05000US06075,"San Francisco County, California",4,Native; born outside the United States,"63,858","+/-19,663"
B06011,05000US06075,"San Francisco County, California",5,Foreign born,"36,780","+/-1,930"
B06011,05000US06077,"San Joaquin County, California",0.5,Median income in the past 12 months --,,
B06011,05000US06077,"San Joaquin County, California",1,Total:,"29,768","+/-1,097"
B06011,05000US06077,"San Joaquin County, California",2,Born in state of residence,"30,303","+/-1,167"
B06011,05000US06077,"San Joaquin County, California",3,Born in other state of the United States,"35,037","+/-2,981"
B06011,05000US06077,"San Joaquin County, California",4,Native; born outside the United States,"33,891","+/-10,429"
B06011,05000US06077,"San Joaquin County, California",5,Foreign born,"26,575","+/-1,166"
B06011,05000US06079,"San Luis Obispo County, California",0.5,Median income in the past 12 months --,,
B06011,05000US06079,"San Luis Obispo County, California",1,Total:,"32,089","+/-1,436"
B06011,05000US06079,"San Luis Obispo County, California",2,Born in state of residence,"31,318","+/-1,310"
B06011,05000US06079,"San Luis Obispo County, California",3,Born in other state of the United States,"38,668","+/-3,100"
B06011,05000US06079,"San Luis Obispo County, California",4,Native; born outside the United States,"27,005","+/-45,183"
B06011,05000US06079,"San Luis Obispo County, California",5,Foreign born,"28,745","+/-4,884"
B06011,05000US06081,"San Mateo County, California",0.5,Median income in the past 12 months --,,
B06011,05000US06081,"San Mateo County, California",1,Total:,"50,608",+/-992
B06011,05000US06081,"San Mateo County, California",2,Born in state of residence,"50,159","+/-2,666"
B06011,05000US06081,"San Mateo County, California",3,Born in other state of the United States,"71,700","+/-3,784"
B06011,05000US06081,"San Mateo County, California",4,Native; born outside the United States,"51,862","+/-9,682"
B06011,05000US06081,"San Mateo County, California",5,Foreign born,"44,513","+/-3,694"
B06011,05000US06083,"Santa Barbara County, California",0.5,Median income in the past 12 months --,,
B06011,05000US06083,"Santa Barbara County, California",1,Total:,"29,344","+/-1,969"
B06011,05000US06083,"Santa Barbara County, California",2,Born in state of residence,"28,781","+/-3,200"
B06011,05000US06083,"Santa Barbara County, California",3,Born in other state of the United States,"41,025","+/-2,123"
B06011,05000US06083,"Santa Barbara County, California",4,Native; born outside the United States,"29,769","+/-24,951"
B06011,05000US06083,"Santa Barbara County, California",5,Foreign born,"24,829","+/-1,341"
B06011,05000US06085,"Santa Clara County, California",0.5,Median income in the past 12 months --,,
B06011,05000US06085,"Santa Clara County, California",1,Total:,"49,398","+/-1,782"
B06011,05000US06085,"Santa Clara County, California",2,Born in state of residence,"41,009","+/-1,159"
B06011,05000US06085,"Santa Clara County, California",3,Born in other state of the United States,"62,420","+/-3,361"
B06011,05000US06085,"Santa Clara County, California",4,Native; born outside the United States,"41,308","+/-4,274"
B06011,05000US06085,"Santa Clara County, California",5,Foreign born,"51,520","+/-1,152"
B06011,05000US06087,"Santa Cruz County, California",0.5,Median income in the past 12 months --,,
B06011,05000US06087,"Santa Cruz County, California",1,Total:,"32,252","+/-2,093"
B06011,05000US06087,"Santa Cruz County, California",2,Born in state of residence,"32,542","+/-3,725"
B06011,05000US06087,"Santa Cruz County, California",3,Born in other state of the United States,"44,685","+/-4,504"
B06011,05000US06087,"Santa Cruz County, California",4,Native; born outside the United States,"33,855","+/-18,945"
B06011,05000US06087,"Santa Cruz County, California",5,Foreign born,"25,009","+/-2,080"
B06011,05000US06089,"Shasta County, California",0.5,Median income in the past 12 months --,,
B06011,05000US06089,"Shasta County, California",1,Total:,"26,609","+/-1,605"
B06011,05000US06089,"Shasta County, California",2,Born in state of residence,"25,159","+/-1,696"
B06011,05000US06089,"Shasta County, California",3,Born in other state of the United States,"31,397","+/-2,922"
B06011,05000US06089,"Shasta County, California",4,Native; born outside the United States,"40,370","+/-7,873"
B06011,05000US06089,"Shasta County, California",5,Foreign born,"25,799","+/-4,726"
B06011,05000US06095,"Solano County, California",0.5,Median income in the past 12 months --,,
B06011,05000US06095,"Solano County, California",1,Total:,"38,942","+/-1,908"
B06011,05000US06095,"Solano County, California",2,Born in state of residence,"38,875","+/-3,335"
B06011,05000US06095,"Solano County, California",3,Born in other state of the United States,"45,269","+/-3,712"
B06011,05000US06095,"Solano County, California",4,Native; born outside the United States,"35,529","+/-6,744"
B06011,05000US06095,"Solano County, California",5,Foreign born,"35,521","+/-1,767"
B06011,05000US06097,"Sonoma County, California",0.5,Median income in the past 12 months --,,
B06011,05000US06097,"Sonoma County, California",1,Total:,"35,380","+/-1,294"
B06011,05000US06097,"Sonoma County, California",2,Born in state of residence,"35,979","+/-1,491"
